PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30044996","Machine learning detects EEG microstate alterations in patients living with temporal lobe epilepsy","V KR, Rajagopalan SS, Bhardwaj S, Panda R, Reddam VR, Ganne C, Kenchaiah R, Mundlamuri RC, Kandavel T, Majumdar KK, Parthasarathy S, Sinha S, Bharath RD.","Seizure. 2018 Oct;61:8-13. doi: 10.1016/j.seizure.2018.07.007. Epub 2018 Jul 10.","V KR","Seizure","2018","2018/07/26","","","10.1016/j.seizure.2018.07.007"
"30323737","A Decoding Scheme for Incomplete Motor Imagery EEG With Deep Belief Network","Chu Y, Zhao X, Zou Y, Xu W, Han J, Zhao Y.","Front Neurosci. 2018 Sep 28;12:680. doi: 10.3389/fnins.2018.00680. eCollection 2018.","Chu Y","Front Neurosci","2018","2018/10/17","PMC6172343","","10.3389/fnins.2018.00680"
"30319337","A Method for Simultaneous Evaluation of Muscular and Neural Prepulse Inhibition","San-Martin R, Zimiani MI, Noya C, Ávila MAV, Shuhama R, Del-Ben CM, Menezes PR, Fraga FJ, Salum C.","Front Neurosci. 2018 Sep 26;12:654. doi: 10.3389/fnins.2018.00654. eCollection 2018.","San-Martin R","Front Neurosci","2018","2018/10/16","PMC6168667","","10.3389/fnins.2018.00654"
"30254690","EEG-Based Automatic Sleep Staging Using Ontology and Weighting Feature Analysis","Zhang B, Lei T, Liu H, Cai H.","Comput Math Methods Med. 2018 Sep 4;2018:6534041. doi: 10.1155/2018/6534041. eCollection 2018.","Zhang B","Comput Math Methods Med","2018","2018/09/27","PMC6142786","","10.1155/2018/6534041"
"30181532","An error-aware gaze-based keyboard by means of a hybrid BCI system","Kalaganis FP, Chatzilari E, Nikolopoulos S, Kompatsiaris I, Laskaris NA.","Sci Rep. 2018 Sep 4;8(1):13176. doi: 10.1038/s41598-018-31425-2.","Kalaganis FP","Sci Rep","2018","2018/09/06","PMC6123473","","10.1038/s41598-018-31425-2"
"30175391","Automated epileptic seizures detection using multi-features and multilayer perceptron neural network","Sriraam N, Raghu S, Tamanna K, Narayan L, Khanum M, Hegde AS, Kumar AB.","Brain Inform. 2018 Sep 3;5(2):10. doi: 10.1186/s40708-018-0088-8.","Sriraam N","Brain Inform","2018","2018/09/04","PMC6170940","","10.1186/s40708-018-0088-8"
"30229134","Hemodynamic state of periictal hyperperfusion revealed by arterial spin-labeling perfusion MR images with dual postlabeling delay","Takahara K, Morioka T, Shimogawa T, Haga S, Kameda K, Arihiro S, Sakata A, Mukae N, Iihara K.","eNeurologicalSci. 2018 Jun 26;12:5-18. doi: 10.1016/j.ensci.2018.06.001. eCollection 2018 Sep.","Takahara K","eNeurologicalSci","2018","2018/09/20","PMC6141304","","10.1016/j.ensci.2018.06.001"
"30197593","Neuroscience Information Toolbox: An Open Source Toolbox for EEG-fMRI Multimodal Fusion Analysis","Dong L, Luo C, Liu X, Jiang S, Li F, Feng H, Li J, Gong D, Yao D.","Front Neuroinform. 2018 Aug 24;12:56. doi: 10.3389/fninf.2018.00056. eCollection 2018.","Dong L","Front Neuroinform","2018","2018/09/11","PMC6117508","","10.3389/fninf.2018.00056"
"30176001","Combined Transcranial Magnetic Stimulation and Electroencephalography of the Dorsolateral Prefrontal Cortex","Lioumis P, Zomorrodi R, Hadas I, Daskalakis ZJ, Blumberger DM.","J Vis Exp. 2018 Aug 17;(138):57983. doi: 10.3791/57983.","Lioumis P","J Vis Exp","2018","2018/09/04","PMC6128109","","10.3791/57983"
"30106969","Suppression of overlearning in independent component analysis used for removal of muscular artifacts from electroencephalographic records","Sebek J, Bortel R, Sovka P.","PLoS One. 2018 Aug 14;13(8):e0201900. doi: 10.1371/journal.pone.0201900. eCollection 2018.","Sebek J","PLoS One","2018","2018/08/15","PMC6091961","","10.1371/journal.pone.0201900"
"30158959","High-Frequency Oscillations in the Scalp Electroencephalogram: Mission Impossible without Computational Intelligence","Höller P, Trinka E, Höller Y.","Comput Intell Neurosci. 2018 Aug 7;2018:1638097. doi: 10.1155/2018/1638097. eCollection 2018.","Höller P","Comput Intell Neurosci","2018","2018/08/31","PMC6109569","","10.1155/2018/1638097"
"30131684","A Functional Near-Infrared Spectroscopy Study of State Anxiety and Auditory Working Memory Load","Tseng YL, Lu CF, Wu SM, Shimada S, Huang T, Lu GY.","Front Hum Neurosci. 2018 Aug 7;12:313. doi: 10.3389/fnhum.2018.00313. eCollection 2018.","Tseng YL","Front Hum Neurosci","2018","2018/08/23","PMC6090525","","10.3389/fnhum.2018.00313"
"30016315","A quantitative physical model of the TMS-induced discharge artifacts in EEG","Freche D, Naim-Feil J, Peled A, Levit-Binnun N, Moses E.","PLoS Comput Biol. 2018 Jul 17;14(7):e1006177. doi: 10.1371/journal.pcbi.1006177. eCollection 2018 Jul.","Freche D","PLoS Comput Biol","2018","2018/07/18","PMC6063435","","10.1371/journal.pcbi.1006177"
"29803181","Evaluation of an automated pipeline for large-scale EEG spectral analysis: the National Sleep Research Resource","Mariani S, Tarokh L, Djonlagic I, Cade BE, Morrical MG, Yaffe K, Stone KL, Loparo KA, Purcell SM, Redline S, Aeschbach D.","Sleep Med. 2018 Jul;47:126-136. doi: 10.1016/j.sleep.2017.11.1128. Epub 2017 Nov 29.","Mariani S","Sleep Med","2018","2018/05/27","PMC5976521","NIHMS925362","10.1016/j.sleep.2017.11.1128"
"29614296","Automatic cardiac cycle determination directly from EEG-fMRI data by multi-scale peak detection method","Wong CK, Luo Q, Zotev V, Phillips R, Chan KWC, Bodurka J.","J Neurosci Methods. 2018 Jul 1;304:168-184. doi: 10.1016/j.jneumeth.2018.03.017. Epub 2018 Mar 31.","Wong CK","J Neurosci Methods","2018","2018/04/04","","","10.1016/j.jneumeth.2018.03.017"
"29904812","Review of EEG-based pattern classification frameworks for dyslexia","Perera H, Shiratuddin MF, Wong KW.","Brain Inform. 2018 Jun 15;5(2):4. doi: 10.1186/s40708-018-0079-9.","Perera H","Brain Inform","2018","2018/06/16","PMC6094381","","10.1186/s40708-018-0079-9"
"29891929","Adaptive optimal basis set for BCG artifact removal in simultaneous EEG-fMRI","Marino M, Liu Q, Koudelka V, Porcaro C, Hlinka J, Wenderoth N, Mantini D.","Sci Rep. 2018 Jun 11;8(1):8902. doi: 10.1038/s41598-018-27187-6.","Marino M","Sci Rep","2018","2018/06/13","PMC5995808","","10.1038/s41598-018-27187-6"
"29874804","Improvement of Information Transfer Rates Using a Hybrid EEG-NIRS Brain-Computer Interface with a Short Trial Length: Offline and Pseudo-Online Analyses","Shin J, Kim DW, Müller KR, Hwang HJ.","Sensors (Basel). 2018 Jun 5;18(6):1827. doi: 10.3390/s18061827.","Shin J","Sensors (Basel)","2018","2018/06/08","PMC6021956","","10.3390/s18061827"
"29486322","Exploring the origins of EEG motion artefacts during simultaneous fMRI acquisition: Implications for motion artefact correction","Spencer GS, Smith JA, Chowdhury MEH, Bowtell R, Mullinger KJ.","Neuroimage. 2018 Jun;173:188-198. doi: 10.1016/j.neuroimage.2018.02.034. Epub 2018 Feb 25.","Spencer GS","Neuroimage","2018","2018/02/28","PMC5929889","","10.1016/j.neuroimage.2018.02.034"
"29795031","Towards an Online Seizure Advisory System-An Adaptive Seizure Prediction Framework Using Active Learning Heuristics","Karuppiah Ramachandran VR, Alblas HJ, Le DV, Meratnia N.","Sensors (Basel). 2018 May 24;18(6):1698. doi: 10.3390/s18061698.","Karuppiah Ramachandran VR","Sensors (Basel)","2018","2018/05/26","PMC6022213","","10.3390/s18061698"
"29768471","Performance-based approach for movement artifact removal from electroencephalographic data recorded during locomotion","Arad E, Bartsch RP, Kantelhardt JW, Plotnik M.","PLoS One. 2018 May 16;13(5):e0197153. doi: 10.1371/journal.pone.0197153. eCollection 2018.","Arad E","PLoS One","2018","2018/05/17","PMC5955591","","10.1371/journal.pone.0197153"
"29448077","Robust detrending, rereferencing, outlier detection, and inpainting for multichannel data","de Cheveigné A, Arzounian D.","Neuroimage. 2018 May 15;172:903-912. doi: 10.1016/j.neuroimage.2018.01.035. Epub 2018 Feb 12.","de Cheveigné A","Neuroimage","2018","2018/02/16","PMC5915520","","10.1016/j.neuroimage.2018.01.035"
"29867320","A New Method to Generate Artificial Frames Using the Empirical Mode Decomposition for an EEG-Based Motor Imagery BCI","Dinarès-Ferran J, Ortner R, Guger C, Solé-Casals J.","Front Neurosci. 2018 May 11;12:308. doi: 10.3389/fnins.2018.00308. eCollection 2018.","Dinarès-Ferran J","Front Neurosci","2018","2018/06/06","PMC5958196","","10.3389/fnins.2018.00308"
"30035024","Subthalamic oscillatory activity and connectivity during gait in Parkinson's disease","Hell F, Plate A, Mehrkens JH, Bötzel K.","Neuroimage Clin. 2018 May 3;19:396-405. doi: 10.1016/j.nicl.2018.05.001. eCollection 2018.","Hell F","Neuroimage Clin","2018","2018/07/24","PMC6051498","","10.1016/j.nicl.2018.05.001"
"29854453","Effects of Fatigue Based on Electroencephalography Signal during Laparoscopic Surgical Simulation","Ndaro NZ, Wang SY.","Minim Invasive Surg. 2018 May 2;2018:2389158. doi: 10.1155/2018/2389158. eCollection 2018.","Ndaro NZ","Minim Invasive Surg","2018","2018/06/02","PMC5954867","","10.1155/2018/2389158"
"29688217","A mobile brain-body imaging dataset recorded during treadmill walking with a brain-computer interface","He Y, Luu TP, Nathan K, Nakagome S, Contreras-Vidal JL.","Sci Data. 2018 Apr 24;5:180074. doi: 10.1038/sdata.2018.74.","He Y","Sci Data","2018","2018/04/25","PMC5914288","","10.1038/sdata.2018.74"
"29614020","Effects of Cable Sway, Electrode Surface Area, and Electrode Mass on Electroencephalography Signal Quality during Motion","Symeonidou ER, Nordin AD, Hairston WD, Ferris DP.","Sensors (Basel). 2018 Apr 3;18(4):1073. doi: 10.3390/s18041073.","Symeonidou ER","Sensors (Basel)","2018","2018/04/04","PMC5948545","","10.3390/s18041073"
"29641377","Cognitive Behavior Classification From Scalp EEG Signals","Dvorak D, Shang A, Abdel-Baki S, Suzuki W, Fenton AA.","IEEE Trans Neural Syst Rehabil Eng. 2018 Apr;26(4):729-739. doi: 10.1109/TNSRE.2018.2797547.","Dvorak D","IEEE Trans Neural Syst Rehabil Eng","2018","2018/04/12","PMC7970582","NIHMS959179","10.1109/TNSRE.2018.2797547"
"29331054","ARTIST: A fully automated artifact rejection algorithm for single-pulse TMS-EEG data","Wu W, Keller CJ, Rogasch NC, Longwell P, Shpigel E, Rolle CE, Etkin A.","Hum Brain Mapp. 2018 Apr;39(4):1607-1625. doi: 10.1002/hbm.23938. Epub 2018 Jan 13.","Wu W","Hum Brain Mapp","2018","2018/01/14","PMC6866546","","10.1002/hbm.23938"
"29618975","Automatic Removal of Physiological Artifacts in EEG: The Optimized Fingerprint Method for Sports Science Applications","Stone DB, Tamburro G, Fiedler P, Haueisen J, Comani S.","Front Hum Neurosci. 2018 Mar 21;12:96. doi: 10.3389/fnhum.2018.00096. eCollection 2018.","Stone DB","Front Hum Neurosci","2018","2018/04/06","PMC5871683","","10.3389/fnhum.2018.00096"
"29366980","Combining behavior and EEG analysis for exploration of dynamic effects of ADHD treatment in animal models","Jurica P, Struzik ZR, Li J, Horiuchi M, Hiroyama S, Takahara Y, Nishitomi K, Ogawa K, Cichocki A.","J Neurosci Methods. 2018 Mar 15;298:24-32. doi: 10.1016/j.jneumeth.2018.01.002. Epub 2018 Jan 31.","Jurica P","J Neurosci Methods","2018","2018/01/26","","","10.1016/j.jneumeth.2018.01.002"
"29529085","A non-invasive, quantitative study of broadband spectral responses in human visual cortex","Kupers ER, Wang HX, Amano K, Kay KN, Heeger DJ, Winawer J.","PLoS One. 2018 Mar 12;13(3):e0193107. doi: 10.1371/journal.pone.0193107. eCollection 2018.","Kupers ER","PLoS One","2018","2018/03/13","PMC5846788","","10.1371/journal.pone.0193107"
"29509785","Exploration of neural correlates of movement intention based on characterisation of temporal dependencies in electroencephalography","Wairagkar M, Hayashi Y, Nasuto SJ.","PLoS One. 2018 Mar 6;13(3):e0193722. doi: 10.1371/journal.pone.0193722. eCollection 2018.","Wairagkar M","PLoS One","2018","2018/03/07","PMC5839569","","10.1371/journal.pone.0193722"
"29322469","Removal of muscular artifacts in EEG signals: a comparison of linear decomposition methods","Frølich L, Dowding I.","Brain Inform. 2018 Mar;5(1):13-22. doi: 10.1007/s40708-017-0074-6. Epub 2018 Jan 10.","Frølich L","Brain Inform","2018","2018/01/12","PMC5893498","","10.1007/s40708-017-0074-6"
"29535597","The Harvard Automated Processing Pipeline for Electroencephalography (HAPPE): Standardized Processing Software for Developmental and High-Artifact Data","Gabard-Durnam LJ, Mendez Leal AS, Wilkinson CL, Levin AR.","Front Neurosci. 2018 Feb 27;12:97. doi: 10.3389/fnins.2018.00097. eCollection 2018.","Gabard-Durnam LJ","Front Neurosci","2018","2018/03/15","PMC5835235","","10.3389/fnins.2018.00097"
"29535995","Assessing Brain-Muscle Connectivity in Human Locomotion through Mobile Brain/Body Imaging: Opportunities, Pitfalls, and Future Directions","Gennaro F, de Bruin ED.","Front Public Health. 2018 Feb 26;6:39. doi: 10.3389/fpubh.2018.00039. eCollection 2018.","Gennaro F","Front Public Health","2018","2018/03/15","PMC5834479","","10.3389/fpubh.2018.00039"
"29492336","A new ICA-based fingerprint method for the automatic removal of physiological artifacts from EEG recordings","Tamburro G, Fiedler P, Stone D, Haueisen J, Comani S.","PeerJ. 2018 Feb 23;6:e4380. doi: 10.7717/peerj.4380. eCollection 2018.","Tamburro G","PeerJ","2018","2018/03/02","PMC5826009","","10.7717/peerj.4380"
"29487499","Clustering-Constrained ICA for Ballistocardiogram Artifacts Removal in Simultaneous EEG-fMRI","Wang K, Li W, Dong L, Zou L, Wang C.","Front Neurosci. 2018 Feb 13;12:59. doi: 10.3389/fnins.2018.00059. eCollection 2018.","Wang K","Front Neurosci","2018","2018/03/01","PMC5816921","","10.3389/fnins.2018.00059"
"29467634","EEG-Informed fMRI: A Review of Data Analysis Methods","Abreu R, Leal A, Figueiredo P.","Front Hum Neurosci. 2018 Feb 6;12:29. doi: 10.3389/fnhum.2018.00029. eCollection 2018.","Abreu R","Front Hum Neurosci","2018","2018/02/23","PMC5808233","","10.3389/fnhum.2018.00029"
"29346105","Automated Detection of Postictal Generalized EEG Suppression","Theeranaew W, McDonald J, Zonjy B, Kaffashi F, Moseley BD, Friedman D, So E, Tao J, Nei M, Ryvlin P, Surges R, Thijs R, Schuele S, Lhatoo S, Loparo KA.","IEEE Trans Biomed Eng. 2018 Feb;65(2):371-377. doi: 10.1109/TBME.2017.2771468.","Theeranaew W","IEEE Trans Biomed Eng","2018","2018/01/19","PMC5788043","NIHMS935814","10.1109/TBME.2017.2771468"
"29226211","An 18-subject EEG data collection using a visual-oddball task, designed for benchmarking algorithms and headset performance comparisons","Robbins K, Su KM, Hairston WD.","Data Brief. 2017 Nov 13;16:227-230. doi: 10.1016/j.dib.2017.11.032. eCollection 2018 Feb.","Robbins K","Data Brief","2017","2017/12/12","PMC5712810","","10.1016/j.dib.2017.11.032"
"28656650","Effects of signal artefacts on electroencephalography spectral power during sleep: quantifying the effectiveness of automated artefact-rejection algorithms","Liu J, Ramakrishnan S, Laxminarayan S, Neal M, Cashmere DJ, Germain A, Reifman J.","J Sleep Res. 2018 Feb;27(1):98-102. doi: 10.1111/jsr.12576. Epub 2017 Jun 28.","Liu J","J Sleep Res","2018","2017/06/29","","","10.1111/jsr.12576"
"29599950","Real-Time EEG Signal Enhancement Using Canonical Correlation Analysis and Gaussian Mixture Clustering","Lin CT, Huang CS, Yang WY, Singh AK, Chuang CH, Wang YK.","J Healthc Eng. 2018 Jan 15;2018:5081258. doi: 10.1155/2018/5081258. eCollection 2018.","Lin CT","J Healthc Eng","2018","2018/03/31","PMC5823426","","10.1155/2018/5081258"
"33265122","Automated Multiclass Classification of Spontaneous EEG Activity in Alzheimer's Disease and Mild Cognitive Impairment","Ruiz-Gómez SJ, Gómez C, Poza J, Gutiérrez-Tobal GC, Tola-Arribas MA, Cano M, Hornero R.","Entropy (Basel). 2018 Jan 9;20(1):35. doi: 10.3390/e20010035.","Ruiz-Gómez SJ","Entropy (Basel)","2018","2020/12/03","PMC7512207","","10.3390/e20010035"
"30312940","Event-related desynchronization during movement attempt and execution in severely paralyzed stroke patients: An artifact removal relevance analysis","López-Larraz E, Figueiredo TC, Insausti-Delgado A, Ziemann U, Birbaumer N, Ramos-Murguialday A.","Neuroimage Clin. 2018;20:972-986. doi: 10.1016/j.nicl.2018.09.035. Epub 2018 Oct 4.","López-Larraz E","Neuroimage Clin","2018","2018/10/13","PMC6180341","","10.1016/j.nicl.2018.09.035"
"29145168","Frontal infraslow activity marks the motor spasms of anti-LGI1 encephalitis","Wennberg R, Steriade C, Chen R, Andrade D.","Clin Neurophysiol. 2018 Jan;129(1):59-68. doi: 10.1016/j.clinph.2017.10.014. Epub 2017 Oct 28.","Wennberg R","Clin Neurophysiol","2018","2017/11/18","","","10.1016/j.clinph.2017.10.014"
"29124547","Online Reduction of Artifacts in EEG of Simultaneous EEG-fMRI Using Reference Layer Adaptive Filtering (RLAF)","Steyrl D, Krausz G, Koschutnig K, Edlinger G, Müller-Putz GR.","Brain Topogr. 2018 Jan;31(1):129-149. doi: 10.1007/s10548-017-0606-7. Epub 2017 Nov 9.","Steyrl D","Brain Topogr","2018","2017/11/11","PMC5772120","","10.1007/s10548-017-0606-7"
"29113719","Utilization of independent component analysis for accurate pathological ripple detection in intracranial EEG recordings recorded extra- and intra-operatively","Shimamoto S, Waldman ZJ, Orosz I, Song I, Bragin A, Fried I, Engel J Jr, Staba R, Sharan A, Wu C, Sperling MR, Weiss SA.","Clin Neurophysiol. 2018 Jan;129(1):296-307. doi: 10.1016/j.clinph.2017.08.036. Epub 2017 Oct 25.","Shimamoto S","Clin Neurophysiol","2018","2017/11/09","PMC5912211","NIHMS959195","10.1016/j.clinph.2017.08.036"
"29058341","Multichannel wearable fNIRS-EEG system for long-term clinical monitoring","Kassab A, Le Lan J, Tremblay J, Vannasing P, Dehbozorgi M, Pouliot P, Gallagher A, Lesage F, Sawan M, Nguyen DK.","Hum Brain Mapp. 2018 Jan;39(1):7-23. doi: 10.1002/hbm.23849. Epub 2017 Oct 23.","Kassab A","Hum Brain Mapp","2018","2017/10/24","PMC6866376","","10.1002/hbm.23849"
"28914600","Reduction of (18)F-FDG Dose in Clinical PET/MR Imaging by Using Silicon Photomultiplier Detectors","Sekine T, Delso G, Zeimpekis KG, de Galiza Barbosa F, Ter Voert EEGW, Huellner M, Veit-Haibach P.","Radiology. 2018 Jan;286(1):249-259. doi: 10.1148/radiol.2017162305. Epub 2017 Sep 14.","Sekine T","Radiology","2018","2017/09/16","","","10.1148/radiol.2017162305"
"28860077","The CS algorithm: A novel method for high frequency oscillation detection in EEG","Cimbálník J, Hewitt A, Worrell G, Stead M.","J Neurosci Methods. 2018 Jan 1;293:6-16. doi: 10.1016/j.jneumeth.2017.08.023. Epub 2017 Aug 30.","Cimbálník J","J Neurosci Methods","2018","2017/09/02","PMC5705572","NIHMS908293","10.1016/j.jneumeth.2017.08.023"
"29295522","Comparison between Scalp EEG and Behind-the-Ear EEG for Development of a Wearable Seizure Detection System for Patients with Focal Epilepsy","Gu Y, Cleeren E, Dan J, Claes K, Van Paesschen W, Van Huffel S, Hunyadi B.","Sensors (Basel). 2017 Dec 23;18(1):29. doi: 10.3390/s18010029.","Gu Y","Sensors (Basel)","2017","2018/01/04","PMC5795884","","10.3390/s18010029"
